COLUNA,COLUNA_2,COLUNA_3,COLUNA_4,COLUNA_5,COLUNA_6,COLUNA_7,COLUNA_8,COLUNA_9,COLUNA_10,COLUNA_11,COLUNA_12,COLUNA_13,COLUNA_14,COLUNA_15,COLUNA_16,CREDITO DISPONIVEL,DESPESAS EMPENHADAS,DESPESAS LIQUIDADAS,DESPESAS PAGAS,RESTOS A PAGAR NAO PROCESSADOS INSCRITOS,RESTOS A PAGAR NAO PROCESSADOS REINSCRITOS,RESTOS A PAGAR NAO PROCESSADOS CANCELADOS,RESTOS A PAGAR NAO PROCESSADOS A LIQUIDAR,RESTOS A PAGAR NAO PROCESSADOS LIQUIDADOS
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,160726.3,,,0,160726.3
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,14500,58000,,72500,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,418213.73,,,14230.09,403983.64
,,,,,,,,,,,,,E6SUSOLSOLE,SOLE - QUANTITAVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),6.65,54993.35,752,752,7791.12,,,7791.12,
,,,,,,,,,,,,,I3DACNTMABM,MNT DE MAQ E EQP ADMINISTRATIVOS,Saldo - Moeda Origem (Item Informação),42369.37,,,,,,,,
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),3.69,545093.57,405684.84,360238.69,2045211.51,,,1291787.32,753424.19
160250,1 BATALHAO DE COMUNICACOES,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),77504.28,8395.72,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),314199.81,185048.19,17458.17,16774.17,195646.61,,,87254.67,108391.94
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,772.26,,,0,772.26
,,,,,,,,,,,,,E6SUPLJA4QR,A4QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,34.65,,,0,34.65
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),99471.4,10835.6,,,22697,,,0,22697
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,67139.23,,,27516.42,39622.81
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,78560.68,,,78560.68,
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,57049.07,28857.68,28857.68,84634.12,,,22712.33,61921.79
160251,BATALHAO ESCOLA DE COMUNICACOES,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),18380.19,27119.81,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),366220.31,53055.85,4351.6,4351.6,101644.96,,,40325.25,61319.71
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,948.46,,,0,948.46
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),46754.44,19695.56,,,5842.4,,,2366.25,3476.15
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,653.4,,,0,653.4
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,213331.97,,,114445.59,98886.38
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),1.78,5402.21,4758.42,4758.42,162851.5,,,142624.1,20227.4
160252,1º BATALHAO DE ENGENHARIA DE COMBATE,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),82022.4,26927.6,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),399163.81,264130.19,46775.75,46211.14,127813.66,,,52887.94,74925.72
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),4.4,4825.6,4825.6,4825.6,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),46944.45,40689.43,1279.53,1279.53,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,67330.24,,,28034,39296.24
,,,,,,,,,,,,,E6SUSOLSOLE,SOLE - QUANTITAVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),0.05,11199.95,7104.95,7104.95,,,,,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,178439.01,,,148575.69,29863.32
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),,,,,81478.82,,,80336.5,1142.32
160253,1 BATALHAO DE GUARDA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),276375.67,601088.33,3860,3860,302238.27,,,48447.59,253790.68
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),1.8,2158.2,,,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),,,,,11323.04,,,1960,9363.04
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,100631.02,,,6084,94547.02
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,1028678.44,,,831988.74,196689.7
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),5.92,90262.99,20472.81,20472.81,103640.52,,,72001.83,31638.69
160254,1º BATALHAO DE INFANTARIA MECANIZADO (ES),212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),147527.04,93433.12,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),471764.78,188133.22,16955.5,,131850.88,,,23474.53,108376.35
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),5003.3,2156.7,,,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),47545.66,35910.29,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,67566.49,,,14058.71,53507.78
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,37833.36,,,16610.36,21223
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,544035.32,,,339332.47,204702.85
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,36909.53,19737.33,18097.9,155923.96,,,90367.21,65556.75
160255,1 BATALHAO DE POLICIA DO EXERCITO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),12229.76,21035.9,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),178772.5,480777.5,74994.44,35035.85,125914.27,,,6262,119652.27
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,93982.3,,,0,93982.3
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,7806.69,,,7806.69,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,558096.45,,,472787.46,85308.99
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),,,,,187477.72,,,185934.06,1543.66
160259,1 GRUPO DE ARTILHARIA ANTIAEREA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),38755.31,,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),268436.76,167937.24,31748.18,31748.18,76056.83,,,9180,66876.83
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),33795.05,75858.77,,,,,,,
,,,,,,,,,,,,,E6SUPLJESCO,ESCO - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),18295.2,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,10920.34,,,0,10920.34
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,327908.62,,,208505.21,119403.41
160262,1 REGIMENTO DE CARROS DE COMBATE,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),158380.33,117314.83,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),456014.52,503013.48,60452.43,43272.99,216970.92,,,54767.56,162203.36
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),8755.01,5994.99,,,3926,,,0,3926
,,,,,,,,,,,,,E6SUPLJA4QR,A4QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),1.12,536.48,,,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),55740.9,20437.92,3628.44,3455.9,599.8,,,0,599.8
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,65719.27,,,5421.35,60297.92
160263,11 GRUPO DE ARTILHARIA DE CAMPANHA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),76399.46,23720.54,,,40290,,,40290,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),228561.2,150470.8,51852.2,,49130.04,,,16065,33065.04
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),15305.14,53059.26,6092.08,,1092.6,,,685.2,407.4
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,32499.56,,,0,32499.56
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,105804.18,,,76045.91,29758.27
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),,,,,59349.89,,,48891.07,10458.82
160265,15º REGIMENTO DE CAVALARIA MECANIZADO(ESCOLA),212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),98870,,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),454038,,,,225560.07,,,124589.69,100970.38
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),0,1344,,,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),39000,,,,5950,,,5950,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,38393.49,,,0,38393.49
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,9141.73,,,9141.73,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,138000,,,117238.2,20761.8
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,1263,23.48,23.48,103737.09,,,61686.44,42050.65
160267,2 BATALHAO DE INFANTARIA MOTORIZADO (ES),212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),122158.26,62587.49,,,6689.56,,,6689.56,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),234174.31,328541.69,14135.78,12451.62,160603.84,,,59227.84,101376
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),4.95,1339.05,865.05,865.05,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,57619.94,,,0,57619.94
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),0,4997.46,,,,,,,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,535086.91,,,327625.29,207461.62
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,9495.74,,,133385.93,,,98805.24,34580.69
160270,2º REGIMENTO DE CAVALARIA DE GUARDAS,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),289610.44,36067.56,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),0,94500,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,19164,,,0,19164
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),467812.13,268951.87,370.96,,218444.77,,,53228.49,165216.28
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),8413.6,3886.4,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,89771.7,,,34473.9,55297.8
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),0,28733.92,2233.92,2233.92,13524.94,,,0,13524.94
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),0,2237.16,2237.16,,2815,,,0,2815
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,861264.24,,,694106.6,167157.64
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,10702.97,,,109724.69,,,84542.46,25182.23
160272,21 GRUPO DE ARTILHARIA CAMPANHA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),236329.53,,,,11030,,,11030,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),402351.75,160088.25,,,58057.72,,,43207.5,14850.22
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,2999.25,,,2999.25,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),30269.63,62175.5,,,13842.47,,,10192.62,3649.85
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,47608.45,,,0,47608.45
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,647485.19,,,490872.25,156612.94
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0.59,1002.44,,,84086.97,,,31802.93,52284.04
160274,25 BATALHAO LOGISTICO (ES),212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),57276.51,30819.7,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),130554,292308,21883.61,21159.2,61148.27,,,8255.05,52893.22
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,4558,,,4558,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),19818.95,27056.56,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,43877.38,,,3448,40429.38
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,303474.94,,,199616.89,103858.05
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),,,,,86712.69,,,41379.31,45333.38
160277,31 GRUPO DE ARTILHARIA DE CAMPANHA (ES),212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),655234.15,134983.85,14908,3138.5,227104.75,,,55382.92,171721.83
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,85449,,,0,85449
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),24351.79,,,,,,,,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,531597.77,,,531597.77,
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),3.64,24852.81,,,147654.04,,,117944.34,29709.7
160278,5º CENTRO DE GEOINFORMACAO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),11950,,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),13005.6,148430.4,17810.41,,65516.75,4242.75,,103.47,69656.03
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),55650,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,23080.95,,,0,23080.95
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,100871.99,,,100871.99,
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),2.35,54747,10806.92,,114058.91,3118.25,,96251.82,20925.34
160279,57 BATALHAO DE INFANTARIA MOTORIZADO (ES),212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),48875.18,70022.75,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),302909.63,292932.37,35568.29,35568.29,108564.41,,,30517.11,78047.3
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),5000,749.7,749.7,749.7,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),12120.6,20181.39,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,61308.01,,,12853.6,48454.41
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,4819.32,,,0,4819.32
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,299775,,,298472.86,1302.14
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),,,,,126997.98,,,114343.39,12654.59
160282,COMANDO DO 5º GRUPAMENTO DE ENGENHARIA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA7PA,A7PA - PASA,Saldo - Moeda Origem (Item Informação),0,99991.19,,,,,,,
,,,,,,,,,,,,,E6SUSOLA7PA,A7PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),0,1940057.15,,,824143.07,,,312977.35,511165.72
,,,,,,,,,,,,,E6SUSOLSOLE,SOLE - QUANTITAVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),25000,,,,,,,,
